# Galloway 1994 GMFR replication, census year 1880
# Source: PS Heft 66 (no marital x age)
# Note: Kreis-level marital x age UNAVAILABLE in source.
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1880_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
241,BRE,GLATZ,64769,,,,,,,,,,,,,,,,,,,
242,BRE,NEURODE,51359,,,,,,,,,,,,,,,,,,,
243,BRE,HABELSCHWERDT,62368,,,,,,,,,,,,,,,,,,,
244,LIE,GRUNBERG,51935,,,,,,,,,,,,,,,,,,,
245,LIE,FREISTADT,51435,,,,,,,,,,,,,,,,,,,
246,LIE,SAGAN,56937,,,,,,,,,,,,,,,,,,,
247,LIE,SPROTTAU,35190,,,,,,,,,,,,,,,,,,,
248,LIE,GLOGAU,75307,,,,,,,,,,,,,,,,,,,
249,LIE,LUBEN,33724,,,,,,,,,,,,,,,,,,,
250,LIE,BUNZLAU,59350,,,,,,,,,,,,,,,,,,,
251,LIE,GOLDBERG-HAINAU,49251,,,,,,,,,,,,,,,,,,,
255,LIE,JAUER,34677,,,,,,,,,,,,,,,,,,,
256,LIE,SCHONAU,25517,,,,,,,,,,,,,,,,,,,
257,LIE,BOLKENHAIN,32213,,,,,,,,,,,,,,,,,,,
258,LIE,LANDESHUT,49109,,,,,,,,,,,,,,,,,,,
259,LIE,HIRSCHBERG,67782,,,,,,,,,,,,,,,,,,,
260,LIE,LOWENBERG,65084,,,,,,,,,,,,,,,,,,,
261,LIE,LAUBAN,67320,,,,,,,,,,,,,,,,,,,
265,LIE,ROTHENBURG,51237,,,,,,,,,,,,,,,,,,,
266,LIE,HOYERSWERDA,32883,,,,,,,,,,,,,,,,,,,
267,OPP,KREUZBURG,43525,,,,,,,,,,,,,,,,,,,
268,OPP,ROSENBERG,46843,,,,,,,,,,,,,,,,,,,
269,OPP,OPPELN,110838,,,,,,,,,,,,,,,,,,,
272,OPP,GROSS STREHLITZ,64007,,,,,,,,,,,,,,,,,,,
273,OPP,LUBLINITZ,43428,,,,,,,,,,,,,,,,,,,
277,OPP,TOST-GLEIWITZ,92474,,,,,,,,,,,,,,,,,,,
278,OPP,TARNOWITZ,44185,,,,,,,,,,,,,,,,,,,
279,OPP,BEUTHEN,113784,,,,,,,,,,,,,,,,,,,
283,OPP,ZABRZE,50993,,,,,,,,,,,,,,,,,,,
284,OPP,KATTOWITZ,96416,,,,,,,,,,,,,,,,,,,
287,OPP,PLESS,95887,,,,,,,,,,,,,,,,,,,
288,OPP,RYBNIK,79044,,,,,,,,,,,,,,,,,,,
289,OPP,RATIBOR,126460,,,,,,,,,,,,,,,,,,,
292,OPP,KOSEL,68539,,,,,,,,,,,,,,,,,,,
293,OPP,LEOBSCHUTZ,86497,,,,,,,,,,,,,,,,,,,
294,OPP,NEUSTADT,93271,,,,,,,,,,,,,,,,,,,
295,OPP,FALKENBERG,40152,,,,,,,,,,,,,,,,,,,
296,OPP,NEISSE,99522,,,,,,,,,,,,,,,,,,,
299,OPP,GROTTKAU,45431,,,,,,,,,,,,,,,,,,,
300,MAG,OSTERBURG,45146,,,,,,,,,,,,,,,,,,,
301,MAG,SALZWEDEL,50468,,,,,,,,,,,,,,,,,,,
302,MAG,GARDELEGEN,51025,,,,,,,,,,,,,,,,,,,
303,MAG,STENDAL,55063,,,,,,,,,,,,,,,,,,,
306,MAG,JERICHOW I,69039,,,,,,,,,,,,,,,,,,,
307,MAG,JERICHOW II,54697,,,,,,,,,,,,,,,,,,,
308,MAG,KALBE,84654,,,,,,,,,,,,,,,,,,,
309,MAG,WANZLEBEN,74273,,,,,,,,,,,,,,,,,,,
313,MAG,WOLMIRSTEDT,50722,,,,,,,,,,,,,,,,,,,
314,MAG,NEUHALDENSLEBEN,54288,,,,,,,,,,,,,,,,,,,
315,MAG,OSCHERSLEBEN,49886,,,,,,,,,,,,,,,,,,,
316,MAG,ASCHERSLEBEN,69754,,,,,,,,,,,,,,,,,,,
322,MAG,HALBERSTADT,66145,,,,,,,,,,,,,,,,,,,
325,MAG,WERNIGERODE,25010,,,,,,,,,,,,,,,,,,,
326,MER,LIEBENWERDA,46709,,,,,,,,,,,,,,,,,,,
327,MER,TORGAU,55598,,,,,,,,,,,,,,,,,,,
328,MER,SCHWEINITZ,41878,,,,,,,,,,,,,,,,,,,
329,MER,WITTENBERG,53354,,,,,,,,,,,,,,,,,,,
330,MER,BITTERFELD,51980,,,,,,,,,,,,,,,,,,,
331,MER,SAALKREIS,70458,,,,,,,,,,,,,,,,,,,
335,MER,DELITZSCH,58664,,,,,,,,,,,,,,,,,,,
336,MER,MANSFELDER GEBIRGSKR,52479,,,,,,,,,,,,,,,,,,,
338,MER,MANSFELDER SEEKREIS,78164,,,,,,,,,,,,,,,,,,,
339,MER,SANGERHAUSEN,69316,,,,,,,,,,,,,,,,,,,
340,MER,ECKARTSBERGA,40004,,,,,,,,,,,,,,,,,,,
341,MER,QUERFURT,56748,,,,,,,,,,,,,,,,,,,
342,MER,MERSEBURG,69309,,,,,,,,,,,,,,,,,,,
343,MER,WEISSENFELS,78539,,,,,,,,,,,,,,,,,,,
346,MER,NAUMBURG,30956,,,,,,,,,,,,,,,,,,,
349,MER,ZEITZ,45458,,,,,,,,,,,,,,,,,,,
356,ERF,WORBIS,41496,,,,,,,,,,,,,,,,,,,
357,ERF,HEILIGENSTADT,38846,,,,,,,,,,,,,,,,,,,
358,ERF,MUHLHAUSEN,56522,,,,,,,,,,,,,,,,,,,
361,ERF,LANGENSALZA,36728,,,,,,,,,,,,,,,,,,,
362,ERF,WEISSENSEE,26472,,,,,,,,,,,,,,,,,,,
366,ERF,ZIEGENRUCK,15700,,,,,,,,,,,,,,,,,,,
367,ERF,SCHLEUSINGEN,40388,,,,,,,,,,,,,,,,,,,
368,SCH,HADERSLEBEN,60040,,,,,,,,,,,,,,,,,,,
369,SCH,APENRADE,29559,,,,,,,,,,,,,,,,,,,
370,SCH,SONDERBURG,34387,,,,,,,,,,,,,,,,,,,
371,SCH,FLENSBURG,71327,,,,,,,,,,,,,,,,,,,
374,SCH,SCHLESWIG,63296,,,,,,,,,,,,,,,,,,,
375,SCH,ECKERNFORDE,38460,,,,,,,,,,,,,,,,,,,
376,SCH,EIDERSTEDT,17315,,,,,,,,,,,,,,,,,,,
377,SCH,HUSUM,36825,,,,,,,,,,,,,,,,,,,
378,SCH,TONDERN,57109,,,,,,,,,,,,,,,,,,,
379,SCH,OLDENBURG,47079,,,,,,,,,,,,,,,,,,,
380,SCH,PLON,57824,,,,,,,,,,,,,,,,,,,
381,SCH,KIEL,84561,,,,,,,,,,,,,,,,,,,
386,SCH,RENDSBURG,53900,,,,,,,,,,,,,,,,,,,
387,SCH,NORDERDITHMARSCHEN,37773,,,,,,,,,,,,,,,,,,,
388,SCH,SUDERDITHMARSCHEN,41713,,,,,,,,,,,,,,,,,,,
389,SCH,STEINBURG,61388,,,,,,,,,,,,,,,,,,,
390,SCH,SEGEBERG,41224,,,,,,,,,,,,,,,,,,,
392,SCH,STORMARN,70194,,,,,,,,,,,,,,,,,,,
393,SCH,PINNEBERG,67287,,,,,,,,,,,,,,,,,,,
397,SCH,LAUENBURG,49466,,,,,,,,,,,,,,,,,,,
398,HAN,DIEPHOLZ,52288,,,,,,,,,,,,,,,,,,,
400,HAN,HOYA,45206,,,,,,,,,,,,,,,,,,,
401,HAN,NIENBURG,52658,,,,,,,,,,,,,,,,,,,
411,HAN,SPRINGE,48923,,,,,,,,,,,,,,,,,,,
412,HAN,HAMELN,52260,,,,,,,,,,,,,,,,,,,
414,HIL,HILDESHEIM,70867,,,,,,,,,,,,,,,,,,,
417,HIL,MARIENBURG,55548,,,,,,,,,,,,,,,,,,,
420,HIL,GOSLAR,54718,,,,,,,,,,,,,,,,,,,
421,HIL,OSTERODE AM HARZ,65761,,,,,,,,,,,,,,,,,,,
423,HIL,GOTTINGEN,74168,,,,,,,,,,,,,,,,,,,
428,HIL,EINBECK,68013,,,,,,,,,,,,,,,,,,,
430,HIL,ZELLERFELD,43619,,,,,,,,,,,,,,,,,,,
432,LUN,CELLE,69908,,,,,,,,,,,,,,,,,,,
435,LUN,GIFHORN,52755,,,,,,,,,,,,,,,,,,,
438,LUN,FALLINGBOSTEL,51927,,,,,,,,,,,,,,,,,,,
440,LUN,ULZEN,44616,,,,,,,,,,,,,,,,,,,
442,LUN,DANNENBERG,53812,,,,,,,,,,,,,,,,,,,
444,LUN,LUNEBURG,51452,,,,,,,,,,,,,,,,,,,
448,LUN,HARBURG,76869,,,,,,,,,,,,,,,,,,,
453,STA,STADER MARSCHKREIS,38701,,,,,,,,,,,,,,,,,,,
454,STA,STADER GEESTKREIS,55658,,,,,,,,,,,,,,,,,,,
456,STA,NEUHAUS,28469,,,,,,,,,,,,,,,,,,,
457,STA,HADELN,17673,,,,,,,,,,,,,,,,,,,
458,STA,LEHE,59765,,,,,,,,,,,,,,,,,,,
462,STA,OSTERHOLZ,44877,,,,,,,,,,,,,,,,,,,
464,STA,VERDEN,44926,,,,,,,,,,,,,,,,,,,
466,STA,ROTENBURG,32180,,,,,,,,,,,,,,,,,,,
469,OSN,MEPPEN,56658,,,,,,,,,,,,,,,,,,,
472,OSN,LINGEN,60690,,,,,,,,,,,,,,,,,,,
474,OSN,BERSENBRUCK,44852,,,,,,,,,,,,,,,,,,,
475,OSN,OSNABRUCK,78354,,,,,,,,,,,,,,,,,,,
479,OSN,MELLE,49581,,,,,,,,,,,,,,,,,,,
486,AUR,AURICH,81802,,,,,,,,,,,,,,,,,,,
482,AUR,EMDEN,62531,,,,,,,,,,,,,,,,,,,
487,AUR,LEER,67319,,,,,,,,,,,,,,,,,,,
489,MUN,TECKLENBURG,47206,,,,,,,,,,,,,,,,,,,
490,MUN,WARENDORF,28246,,,,,,,,,,,,,,,,,,,
491,MUN,BECKUM,42241,,,,,,,,,,,,,,,,,,,
492,MUN,LUDINGHAUSEN,40487,,,,,,,,,,,,,,,,,,,
496,MUN,STEINFURT,48857,,,,,,,,,,,,,,,,,,,
497,MUN,KOESFELD,42013,,,,,,,,,,,,,,,,,,,
498,MUN,AHAUS,35552,,,,,,,,,,,,,,,,,,,
499,MUN,BORKEN,43337,,,,,,,,,,,,,,,,,,,
501,MUN,RECKLINGHAUSEN,64699,,,,,,,,,,,,,,,,,,,
504,MIN,MINDEN,78032,,,,,,,,,,,,,,,,,,,
505,MIN,LUBBECKE,47928,,,,,,,,,,,,,,,,,,,
506,MIN,HERFORD,76427,,,,,,,,,,,,,,,,,,,
509,MIN,HALLE,28101,,,,,,,,,,,,,,,,,,,
513,MIN,WIEDENBRUCK,42679,,,,,,,,,,,,,,,,,,,
514,MIN,PADERBORN,42899,,,,,,,,,,,,,,,,,,,
515,MIN,BUREN,35878,,,,,,,,,,,,,,,,,,,
516,MIN,WARBURG,31075,,,,,,,,,,,,,,,,,,,
517,MIN,HOXTER,50836,,,,,,,,,,,,,,,,,,,
518,ARN,ARNSBERG,40848,,,,,,,,,,,,,,,,,,,
519,ARN,MESCHEDE,35302,,,,,,,,,,,,,,,,,,,
520,ARN,BRILON,37866,,,,,,,,,,,,,,,,,,,
521,ARN,LIPPSTADT,37199,,,,,,,,,,,,,,,,,,,
522,ARN,SOEST,51057,,,,,,,,,,,,,,,,,,,
523,ARN,HAMM,67082,,,,,,,,,,,,,,,,,,,
541,ARN,HAGEN,125182,,,,,,,,,,,,,,,,,,,
545,ARN,ISERLOHN,61000,,,,,,,,,,,,,,,,,,,
549,ARN,ALTENA,66129,,,,,,,,,,,,,,,,,,,
550,ARN,OLPE,34142,,,,,,,,,,,,,,,,,,,
551,ARN,SIEGEN,71425,,,,,,,,,,,,,,,,,,,
552,ARN,WITTGENSTEIN,20352,,,,,,,,,,,,,,,,,,,
556,KAS,ESCHWEGE,43107,,,,,,,,,,,,,,,,,,,
557,KAS,FRITZLAR,26284,,,,,,,,,,,,,,,,,,,
558,KAS,HOFGEISMAR,37230,,,,,,,,,,,,,,,,,,,
559,KAS,HOMBERG,22610,,,,,,,,,,,,,,,,,,,
560,KAS,MELSUNGEN,28804,,,,,,,,,,,,,,,,,,,
561,KAS,ROTENBURG,30848,,,,,,,,,,,,,,,,,,,
562,KAS,WITZENHAUSEN,30883,,,,,,,,,,,,,,,,,,,
563,KAS,WOLFHAGEN,24412,,,,,,,,,,,,,,,,,,,
564,KAS,MARBURG,42158,,,,,,,,,,,,,,,,,,,
565,KAS,FRANKENBERG,24121,,,,,,,,,,,,,,,,,,,
566,KAS,KIRCHHAIN,23180,,,,,,,,,,,,,,,,,,,
567,KAS,ZIEGENHAIN,33422,,,,,,,,,,,,,,,,,,,
568,KAS,FULDA,47901,,,,,,,,,,,,,,,,,,,
569,KAS,HERSFELD,33469,,,,,,,,,,,,,,,,,,,
570,KAS,HUNFELD,24646,,,,,,,,,,,,,,,,,,,
571,KAS,HANAU,82385,,,,,,,,,,,,,,,,,,,
574,KAS,GELNHAUSEN,42354,,,,,,,,,,,,,,,,,,,
575,KAS,SCHLUCHTERN,29871,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,31082,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,39554,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,22403,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,38008,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,36020,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,55886,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,59531,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,72954,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,61077,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,56096,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,44153,,,,,,,,,,,,,,,,,,,
596,WIE,FRANKFURT,148955,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,40106,,,,,,,,,,,,,,,,,,,
599,KOB,KOBLENZ,83162,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,39395,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,67115,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,36124,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,30691,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,38101,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,58879,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,21772,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,35837,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,73448,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,56884,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,48867,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13777,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,50532,,,,,,,,,,,,,,,,,,,
615,DUS,REES,63772,,,,,,,,,,,,,,,,,,,
623,DUS,MULHEIM,132699,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,63596,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,52774,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,90554,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,63332,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,94351,,,,,,,,,,,,,,,,,,,
647,DUS,SOLINGEN,107365,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,48591,,,,,,,,,,,,,,,,,,,
