# Galloway 1994 GMFR replication, census year 1890
# Source: PS Heft 121:2 (Zweiter Theil)
# Note: Direct cell: Married Female 15-49. Vorwort of 121:1 confirms Familienstand is in 121:2.
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1890_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
93,POT,JUTERBOG-LUCKENWALDE,67095,,,,,,,,,,,,,,,,,,,
94,POT,ZAUCH-BELZIG,77105,,,,,,,,,,,,,,,,,,,
97,POT,OSTHAVELLAND,67606,,,,,,,,,,,,,,,,,,,
99,POT,WESTHAVELLAND,59067,,,,,,,,,,,,,,,,,,,
100,POT,RUPPIN,76215,,,,,,,,,,,,,,,,,,,
101,POT,OSTPRIGNITZ,66834,,,,,,,,,,,,,,,,,,,
102,POT,WESTPRIGNITZ,72697,,,,,,,,,,,,,,,,,,,
103,FRA,KONIGSBERG,97822,,,,,,,,,,,,,,,,,,,
104,FRA,SOLDIN,48329,,,,,,,,,,,,,,,,,,,
105,FRA,ARNSWALDE,41970,,,,,,,,,,,,,,,,,,,
106,FRA,FRIEDEBERG,57194,,,,,,,,,,,,,,,,,,,
107,FRA,LANDSBERG,89748,,,,,,,,,,,,,,,,,,,
110,FRA,LEBUS,92404,,,,,,,,,,,,,,,,,,,
112,FRA,WESTSTERNBERG,45004,,,,,,,,,,,,,,,,,,,
113,FRA,OSTSTERNBERG,50449,,,,,,,,,,,,,,,,,,,
114,FRA,ZULLICHAU-SCHWIEBUS,49477,,,,,,,,,,,,,,,,,,,
115,FRA,KROSSEN,60508,,,,,,,,,,,,,,,,,,,
119,FRA,LUBBEN,33861,,,,,,,,,,,,,,,,,,,
120,FRA,LUCKAU,63771,,,,,,,,,,,,,,,,,,,
121,FRA,KALAU,58634,,,,,,,,,,,,,,,,,,,
126,FRA,SORAU,108542,,,,,,,,,,,,,,,,,,,
127,FRA,SPREMBERG,24699,,,,,,,,,,,,,,,,,,,
128,STE,DEMMIN,46288,,,,,,,,,,,,,,,,,,,
129,STE,ANKLAM,30689,,,,,,,,,,,,,,,,,,,
130,STE,USEDOM-WOLLIN,49035,,,,,,,,,,,,,,,,,,,
131,STE,UCKERMUNDE,50793,,,,,,,,,,,,,,,,,,,
132,STE,RANDOW,115412,,,,,,,,,,,,,,,,,,,
136,STE,GREIFENHAGEN,50737,,,,,,,,,,,,,,,,,,,
137,STE,PYRITZ,43559,,,,,,,,,,,,,,,,,,,
141,STE,SAATZIG,68035,,,,,,,,,,,,,,,,,,,
142,STE,NAUGARD,54298,,,,,,,,,,,,,,,,,,,
143,STE,KAMMIN,43632,,,,,,,,,,,,,,,,,,,
144,STE,GREIFENBERG,35039,,,,,,,,,,,,,,,,,,,
145,STE,REGENWALDE,45272,,,,,,,,,,,,,,,,,,,
146,KOS,SCHIVELBEIN,18737,,,,,,,,,,,,,,,,,,,
147,KOS,DRAMBURG,35779,,,,,,,,,,,,,,,,,,,
148,KOS,NEUSTETTIN,74391,,,,,,,,,,,,,,,,,,,
149,KOS,BELGARD,44547,,,,,,,,,,,,,,,,,,,
150,KOS,KOLBERG-KORLIN,52234,,,,,,,,,,,,,,,,,,,
151,KOS,KOSLIN,45305,,,,,,,,,,,,,,,,,,,
152,KOS,BUBLITZ,20375,,,,,,,,,,,,,,,,,,,
153,KOS,SCHLAWE,73234,,,,,,,,,,,,,,,,,,,
154,KOS,RUMMELSBURG,32976,,,,,,,,,,,,,,,,,,,
155,KOS,STOLP,98762,,,,,,,,,,,,,,,,,,,
158,KOS,LAUENBURG,43517,,,,,,,,,,,,,,,,,,,
159,KOS,BUTOW,23712,,,,,,,,,,,,,,,,,,,
160,STR,RUGEN,45185,,,,,,,,,,,,,,,,,,,
164,STR,FRANZBURG,40860,,,,,,,,,,,,,,,,,,,
165,STR,GREIFSWALD,59868,,,,,,,,,,,,,,,,,,,
168,STR,GRIMMEN,34576,,,,,,,,,,,,,,,,,,,
169,POS,WRESCHEN,32848,,,,,,,,,,,,,,,,,,,
170,POS,JAROTSCHIN,44513,,,,,,,,,,,,,,,,,,,
171,POS,SCHRODA,52078,,,,,,,,,,,,,,,,,,,
172,POS,SCHRIMM,52790,,,,,,,,,,,,,,,,,,,
176,POS,POSEN OST,46896,,,,,,,,,,,,,,,,,,,
177,POS,POSEN WEST,35235,,,,,,,,,,,,,,,,,,,
178,POS,OBORNIK,48242,,,,,,,,,,,,,,,,,,,
179,POS,SAMTER,54498,,,,,,,,,,,,,,,,,,,
180,POS,BIRNBAUM,27566,,,,,,,,,,,,,,,,,,,
181,POS,SCHWERIN,22355,,,,,,,,,,,,,,,,,,,
182,POS,MESERITZ,49458,,,,,,,,,,,,,,,,,,,
183,POS,NEUTOMISCHEL,31966,,,,,,,,,,,,,,,,,,,
184,POS,GRATZ,32707,,,,,,,,,,,,,,,,,,,
185,POS,BOMST,58714,,,,,,,,,,,,,,,,,,,
186,POS,FRAUSTADT,28150,,,,,,,,,,,,,,,,,,,
187,POS,SCHMIEGEL,34583,,,,,,,,,,,,,,,,,,,
188,POS,KOSTEN,42141,,,,,,,,,,,,,,,,,,,
189,POS,LISSA,38980,,,,,,,,,,,,,,,,,,,
190,POS,RAWITSCH,49320,,,,,,,,,,,,,,,,,,,
191,POS,GOSTYN,39135,,,,,,,,,,,,,,,,,,,
192,POS,KOSCHMIN,29790,,,,,,,,,,,,,,,,,,,
193,POS,KROTOSCHIN,42971,,,,,,,,,,,,,,,,,,,
194,POS,PLESCHEN,31820,,,,,,,,,,,,,,,,,,,
195,POS,OSTROWO,32787,,,,,,,,,,,,,,,,,,,
196,POS,ADELNAU,31939,,,,,,,,,,,,,,,,,,,
197,POS,SCHILDBERG,32505,,,,,,,,,,,,,,,,,,,
198,POS,KEMPEN,32977,,,,,,,,,,,,,,,,,,,
199,BRO,FILEHNE,32519,,,,,,,,,,,,,,,,,,,
200,BRO,CZARNIKAU,38678,,,,,,,,,,,,,,,,,,,
202,BRO,KOLMAR,60057,,,,,,,,,,,,,,,,,,,
203,BRO,WIRSITZ,58214,,,,,,,,,,,,,,,,,,,
207,BRO,SCHUBIN,44360,,,,,,,,,,,,,,,,,,,
208,BRO,HOHENSALZA,61841,,,,,,,,,,,,,,,,,,,
209,BRO,STRELNO,31127,,,,,,,,,,,,,,,,,,,
210,BRO,MOGILNO,40158,,,,,,,,,,,,,,,,,,,
211,BRO,ZNIN,31568,,,,,,,,,,,,,,,,,,,
212,BRO,WONGROWITZ,43818,,,,,,,,,,,,,,,,,,,
213,BRO,GNESEN,42482,,,,,,,,,,,,,,,,,,,
214,BRO,WITKOWO,24583,,,,,,,,,,,,,,,,,,,
215,BRE,NAMSLAU,36603,,,,,,,,,,,,,,,,,,,
216,BRE,GROSS WARTENBERG,50022,,,,,,,,,,,,,,,,,,,
217,BRE,OLS,65913,,,,,,,,,,,,,,,,,,,
218,BRE,TREBNITZ,51242,,,,,,,,,,,,,,,,,,,
219,BRE,MILITSCH,51255,,,,,,,,,,,,,,,,,,,
220,BRE,GUHRAU,35349,,,,,,,,,,,,,,,,,,,
221,BRE,STEINAU,23742,,,,,,,,,,,,,,,,,,,
222,BRE,WOHLAU,45189,,,,,,,,,,,,,,,,,,,
223,BRE,NEUMARKT,55829,,,,,,,,,,,,,,,,,,,
227,BRE,OHLAU,55146,,,,,,,,,,,,,,,,,,,
228,BRE,BRIEG,61750,,,,,,,,,,,,,,,,,,,
231,BRE,STREHLEN,36711,,,,,,,,,,,,,,,,,,,
232,BRE,NIMPTSCH,30803,,,,,,,,,,,,,,,,,,,
233,BRE,MUNSTERBERG,32314,,,,,,,,,,,,,,,,,,,
234,BRE,FRANKENSTEIN,48586,,,,,,,,,,,,,,,,,,,
235,BRE,REICHENBACH,67957,,,,,,,,,,,,,,,,,,,
236,BRE,SCHWEIDNITZ,96023,,,,,,,,,,,,,,,,,,,
239,BRE,STRIEGAU,42143,,,,,,,,,,,,,,,,,,,
240,BRE,WALDENBURG,122972,,,,,,,,,,,,,,,,,,,
241,BRE,GLATZ,62956,,,,,,,,,,,,,,,,,,,
242,BRE,NEURODE,49728,,,,,,,,,,,,,,,,,,,
243,BRE,HABELSCHWERDT,59749,,,,,,,,,,,,,,,,,,,
244,LIE,GRUNBERG,53887,,,,,,,,,,,,,,,,,,,
245,LIE,FREISTADT,52598,,,,,,,,,,,,,,,,,,,
246,LIE,SAGAN,56103,,,,,,,,,,,,,,,,,,,
247,LIE,SPROTTAU,36759,,,,,,,,,,,,,,,,,,,
248,LIE,GLOGAU,74518,,,,,,,,,,,,,,,,,,,
249,LIE,LUBEN,33029,,,,,,,,,,,,,,,,,,,
250,LIE,BUNZLAU,61024,,,,,,,,,,,,,,,,,,,
251,LIE,GOLDBERG-HAINAU,50072,,,,,,,,,,,,,,,,,,,
255,LIE,JAUER,34992,,,,,,,,,,,,,,,,,,,
256,LIE,SCHONAU,24081,,,,,,,,,,,,,,,,,,,
257,LIE,BOLKENHAIN,31255,,,,,,,,,,,,,,,,,,,
258,LIE,LANDESHUT,48831,,,,,,,,,,,,,,,,,,,
259,LIE,HIRSCHBERG,70197,,,,,,,,,,,,,,,,,,,
260,LIE,LOWENBERG,61565,,,,,,,,,,,,,,,,,,,
261,LIE,LAUBAN,68235,,,,,,,,,,,,,,,,,,,
265,LIE,ROTHENBURG,51718,,,,,,,,,,,,,,,,,,,
266,LIE,HOYERSWERDA,33673,,,,,,,,,,,,,,,,,,,
267,OPP,KREUZBURG,44043,,,,,,,,,,,,,,,,,,,
268,OPP,ROSENBERG,47650,,,,,,,,,,,,,,,,,,,
269,OPP,OPPELN,122415,,,,,,,,,,,,,,,,,,,
272,OPP,GROSS STREHLITZ,67391,,,,,,,,,,,,,,,,,,,
273,OPP,LUBLINITZ,43854,,,,,,,,,,,,,,,,,,,
277,OPP,TOST-GLEIWITZ,100679,,,,,,,,,,,,,,,,,,,
278,OPP,TARNOWITZ,52024,,,,,,,,,,,,,,,,,,,
283,OPP,ZABRZE,73717,,,,,,,,,,,,,,,,,,,
284,OPP,KATTOWITZ,120762,,,,,,,,,,,,,,,,,,,
287,OPP,PLESS,96266,,,,,,,,,,,,,,,,,,,
288,OPP,RYBNIK,80927,,,,,,,,,,,,,,,,,,,
289,OPP,RATIBOR,134872,,,,,,,,,,,,,,,,,,,
292,OPP,KOSEL,68978,,,,,,,,,,,,,,,,,,,
293,OPP,LEOBSCHUTZ,86948,,,,,,,,,,,,,,,,,,,
294,OPP,NEUSTADT,97061,,,,,,,,,,,,,,,,,,,
295,OPP,FALKENBERG,39387,,,,,,,,,,,,,,,,,,,
296,OPP,NEISSE,98922,,,,,,,,,,,,,,,,,,,
299,OPP,GROTTKAU,43167,,,,,,,,,,,,,,,,,,,
300,MAG,OSTERBURG,44354,,,,,,,,,,,,,,,,,,,
301,MAG,SALZWEDEL,51061,,,,,,,,,,,,,,,,,,,
302,MAG,GARDELEGEN,52477,,,,,,,,,,,,,,,,,,,
303,MAG,STENDAL,62393,,,,,,,,,,,,,,,,,,,
306,MAG,JERICHOW I,73173,,,,,,,,,,,,,,,,,,,
307,MAG,JERICHOW II,55717,,,,,,,,,,,,,,,,,,,
308,MAG,KALBE,99857,,,,,,,,,,,,,,,,,,,
309,MAG,WANZLEBEN,77884,,,,,,,,,,,,,,,,,,,
313,MAG,WOLMIRSTEDT,51976,,,,,,,,,,,,,,,,,,,
314,MAG,NEUHALDENSLEBEN,60957,,,,,,,,,,,,,,,,,,,
315,MAG,OSCHERSLEBEN,55095,,,,,,,,,,,,,,,,,,,
316,MAG,ASCHERSLEBEN,80752,,,,,,,,,,,,,,,,,,,
322,MAG,HALBERSTADT,75406,,,,,,,,,,,,,,,,,,,
325,MAG,WERNIGERODE,28085,,,,,,,,,,,,,,,,,,,
326,MER,LIEBENWERDA,48799,,,,,,,,,,,,,,,,,,,
327,MER,TORGAU,55218,,,,,,,,,,,,,,,,,,,
328,MER,SCHWEINITZ,40921,,,,,,,,,,,,,,,,,,,
329,MER,WITTENBERG,54846,,,,,,,,,,,,,,,,,,,
330,MER,BITTERFELD,57145,,,,,,,,,,,,,,,,,,,
331,MER,SAALKREIS,82835,,,,,,,,,,,,,,,,,,,
335,MER,DELITZSCH,62612,,,,,,,,,,,,,,,,,,,
336,MER,MANSFELDER GEBIRGSKR,63003,,,,,,,,,,,,,,,,,,,
338,MER,MANSFELDER SEEKREIS,92551,,,,,,,,,,,,,,,,,,,
339,MER,SANGERHAUSEN,70916,,,,,,,,,,,,,,,,,,,
340,MER,ECKARTSBERGA,39403,,,,,,,,,,,,,,,,,,,
341,MER,QUERFURT,59202,,,,,,,,,,,,,,,,,,,
342,MER,MERSEBURG,76051,,,,,,,,,,,,,,,,,,,
343,MER,WEISSENFELS,87560,,,,,,,,,,,,,,,,,,,
346,MER,NAUMBURG,33214,,,,,,,,,,,,,,,,,,,
349,MER,ZEITZ,49892,,,,,,,,,,,,,,,,,,,
355,ERF,HOHENSTEIN,41990,,,,,,,,,,,,,,,,,,,
356,ERF,WORBIS,41375,,,,,,,,,,,,,,,,,,,
357,ERF,HEILIGENSTADT,38319,,,,,,,,,,,,,,,,,,,
358,ERF,MUHLHAUSEN,60853,,,,,,,,,,,,,,,,,,,
361,ERF,LANGENSALZA,37267,,,,,,,,,,,,,,,,,,,
362,ERF,WEISSENSEE,24927,,,,,,,,,,,,,,,,,,,
366,ERF,ZIEGENRUCK,15906,,,,,,,,,,,,,,,,,,,
367,ERF,SCHLEUSINGEN,44256,,,,,,,,,,,,,,,,,,,
368,SCH,HADERSLEBEN,55966,,,,,,,,,,,,,,,,,,,
369,SCH,APENRADE,27332,,,,,,,,,,,,,,,,,,,
370,SCH,SONDERBURG,32177,,,,,,,,,,,,,,,,,,,
374,SCH,SCHLESWIG,61603,,,,,,,,,,,,,,,,,,,
375,SCH,ECKERNFORDE,41224,,,,,,,,,,,,,,,,,,,
376,SCH,EIDERSTEDT,16062,,,,,,,,,,,,,,,,,,,
377,SCH,HUSUM,36042,,,,,,,,,,,,,,,,,,,
378,SCH,TONDERN,55067,,,,,,,,,,,,,,,,,,,
379,SCH,OLDENBURG,43326,,,,,,,,,,,,,,,,,,,
380,SCH,PLON,59396,,,,,,,,,,,,,,,,,,,
386,SCH,RENDSBURG,58086,,,,,,,,,,,,,,,,,,,
387,SCH,NORDERDITHMARSCHEN,36439,,,,,,,,,,,,,,,,,,,
388,SCH,SUDERDITHMARSCHEN,43883,,,,,,,,,,,,,,,,,,,
389,SCH,STEINBURG,67439,,,,,,,,,,,,,,,,,,,
390,SCH,SEGEBERG,38967,,,,,,,,,,,,,,,,,,,
392,SCH,STORMARN,79570,,,,,,,,,,,,,,,,,,,
393,SCH,PINNEBERG,75377,,,,,,,,,,,,,,,,,,,
397,SCH,LAUENBURG,48874,,,,,,,,,,,,,,,,,,,
398,HAN,DIEPHOLZ,21122,,,,,,,,,,,,,,,,,,,
399,HAN,SYKE,35731,,,,,,,,,,,,,,,,,,,
400,HAN,HOYA,25579,,,,,,,,,,,,,,,,,,,
401,HAN,NIENBURG,24841,,,,,,,,,,,,,,,,,,,
402,HAN,STOLZENAU,27065,,,,,,,,,,,,,,,,,,,
403,HAN,SULINGEN,17450,,,,,,,,,,,,,,,,,,,
404,HAN,NEUSTADT,28599,,,,,,,,,,,,,,,,,,,
411,HAN,SPRINGE,30771,,,,,,,,,,,,,,,,,,,
412,HAN,HAMELN,52031,,,,,,,,,,,,,,,,,,,
413,HIL,PEINE,37150,,,,,,,,,,,,,,,,,,,
417,HIL,MARIENBURG,37235,,,,,,,,,,,,,,,,,,,
418,HIL,GRONAU,19300,,,,,,,,,,,,,,,,,,,
419,HIL,ALFELD,22204,,,,,,,,,,,,,,,,,,,
420,HIL,GOSLAR,44227,,,,,,,,,,,,,,,,,,,
421,HIL,OSTERODE AM HARZ,39214,,,,,,,,,,,,,,,,,,,
422,HIL,DUDERSTADT,25568,,,,,,,,,,,,,,,,,,,
426,HIL,MUNDEN,22420,,,,,,,,,,,,,,,,,,,
427,HIL,USLAR,17432,,,,,,,,,,,,,,,,,,,
428,HIL,EINBECK,24917,,,,,,,,,,,,,,,,,,,
429,HIL,NORTHEIM,30152,,,,,,,,,,,,,,,,,,,
430,HIL,ZELLERFELD,29100,,,,,,,,,,,,,,,,,,,
431,HIL,ILFELD,14647,,,,,,,,,,,,,,,,,,,
435,LUN,GIFHORN,30828,,,,,,,,,,,,,,,,,,,
436,LUN,BURGDORF,35766,,,,,,,,,,,,,,,,,,,
437,LUN,ISENHAGEN,16402,,,,,,,,,,,,,,,,,,,
438,LUN,FALLINGBOSTEL,26221,,,,,,,,,,,,,,,,,,,
439,LUN,SOLTAU,16753,,,,,,,,,,,,,,,,,,,
440,LUN,ULZEN,44833,,,,,,,,,,,,,,,,,,,
441,LUN,LUCHOW,29407,,,,,,,,,,,,,,,,,,,
442,LUN,DANNENBERG,14237,,,,,,,,,,,,,,,,,,,
443,LUN,BLECKEDE,20862,,,,,,,,,,,,,,,,,,,
447,LUN,WINSEN,23800,,,,,,,,,,,,,,,,,,,
451,STA,JORK,20899,,,,,,,,,,,,,,,,,,,
452,STA,STADE,35359,,,,,,,,,,,,,,,,,,,
455,STA,KEHDINGEN,21014,,,,,,,,,,,,,,,,,,,
456,STA,NEUHAUS,29111,,,,,,,,,,,,,,,,,,,
457,STA,HADELN,16652,,,,,,,,,,,,,,,,,,,
458,STA,LEHE,32135,,,,,,,,,,,,,,,,,,,
459,STA,GEESTEMUNDE,35398,,,,,,,,,,,,,,,,,,,
462,STA,OSTERHOLZ,28232,,,,,,,,,,,,,,,,,,,
463,STA,BLUMENTHAL,22547,,,,,,,,,,,,,,,,,,,
464,STA,VERDEN,25125,,,,,,,,,,,,,,,,,,,
465,STA,ACHIM,20981,,,,,,,,,,,,,,,,,,,
466,STA,ROTENBURG,19642,,,,,,,,,,,,,,,,,,,
467,STA,ZEVEN,14060,,,,,,,,,,,,,,,,,,,
468,STA,BREMERVORDE,17040,,,,,,,,,,,,,,,,,,,
469,OSN,MEPPEN,21195,,,,,,,,,,,,,,,,,,,
470,OSN,ASCHENDORF,20307,,,,,,,,,,,,,,,,,,,
471,OSN,HUMMLING,15452,,,,,,,,,,,,,,,,,,,
472,OSN,LINGEN,30192,,,,,,,,,,,,,,,,,,,
473,OSN,BENTHEIM,32606,,,,,,,,,,,,,,,,,,,
474,OSN,BERSENBRUCK,43843,,,,,,,,,,,,,,,,,,,
478,OSN,WITTLAGE,18518,,,,,,,,,,,,,,,,,,,
479,OSN,MELLE,24834,,,,,,,,,,,,,,,,,,,
480,OSN,IBURG,24810,,,,,,,,,,,,,,,,,,,
481,AUR,NORDEN,33002,,,,,,,,,,,,,,,,,,,
485,AUR,WITTMUND,47275,,,,,,,,,,,,,,,,,,,
486,AUR,AURICH,36303,,,,,,,,,,,,,,,,,,,
487,AUR,LEER,48955,,,,,,,,,,,,,,,,,,,
488,AUR,WEENER,20431,,,,,,,,,,,,,,,,,,,
489,MUN,TECKLENBURG,49236,,,,,,,,,,,,,,,,,,,
490,MUN,WARENDORF,29339,,,,,,,,,,,,,,,,,,,
491,MUN,BECKUM,45248,,,,,,,,,,,,,,,,,,,
492,MUN,LUDINGHAUSEN,40939,,,,,,,,,,,,,,,,,,,
496,MUN,STEINFURT,54945,,,,,,,,,,,,,,,,,,,
497,MUN,KOESFELD,44468,,,,,,,,,,,,,,,,,,,
498,MUN,AHAUS,39123,,,,,,,,,,,,,,,,,,,
499,MUN,BORKEN,48578,,,,,,,,,,,,,,,,,,,
501,MUN,RECKLINGHAUSEN,93593,,,,,,,,,,,,,,,,,,,
504,MIN,MINDEN,85299,,,,,,,,,,,,,,,,,,,
505,MIN,LUBBECKE,46877,,,,,,,,,,,,,,,,,,,
506,MIN,HERFORD,87068,,,,,,,,,,,,,,,,,,,
509,MIN,HALLE,28819,,,,,,,,,,,,,,,,,,,
513,MIN,WIEDENBRUCK,45688,,,,,,,,,,,,,,,,,,,
514,MIN,PADERBORN,46400,,,,,,,,,,,,,,,,,,,
515,MIN,BUREN,35890,,,,,,,,,,,,,,,,,,,
516,MIN,WARBURG,31982,,,,,,,,,,,,,,,,,,,
517,MIN,HOXTER,53606,,,,,,,,,,,,,,,,,,,
518,ARN,ARNSBERG,46411,,,,,,,,,,,,,,,,,,,
519,ARN,MESCHEDE,36332,,,,,,,,,,,,,,,,,,,
520,ARN,BRILON,38415,,,,,,,,,,,,,,,,,,,
521,ARN,LIPPSTADT,37990,,,,,,,,,,,,,,,,,,,
522,ARN,SOEST,52755,,,,,,,,,,,,,,,,,,,
523,ARN,HAMM,81222,,,,,,,,,,,,,,,,,,,
529,ARN,HORDE,84403,,,,,,,,,,,,,,,,,,,
537,ARN,GELSENKIRCHEN,127344,,,,,,,,,,,,,,,,,,,
540,ARN,HATTINGEN,61763,,,,,,,,,,,,,,,,,,,
544,ARN,SCHWELM,54635,,,,,,,,,,,,,,,,,,,
545,ARN,ISERLOHN,70002,,,,,,,,,,,,,,,,,,,
549,ARN,ALTENA,81857,,,,,,,,,,,,,,,,,,,
550,ARN,OLPE,36872,,,,,,,,,,,,,,,,,,,
551,ARN,SIEGEN,82088,,,,,,,,,,,,,,,,,,,
552,ARN,WITTGENSTEIN,22025,,,,,,,,,,,,,,,,,,,
556,KAS,ESCHWEGE,42260,,,,,,,,,,,,,,,,,,,
557,KAS,FRITZLAR,26482,,,,,,,,,,,,,,,,,,,
558,KAS,HOFGEISMAR,36362,,,,,,,,,,,,,,,,,,,
559,KAS,HOMBERG,21453,,,,,,,,,,,,,,,,,,,
560,KAS,MELSUNGEN,27276,,,,,,,,,,,,,,,,,,,
561,KAS,ROTENBURG,29991,,,,,,,,,,,,,,,,,,,
562,KAS,WITZENHAUSEN,29256,,,,,,,,,,,,,,,,,,,
563,KAS,WOLFHAGEN,23958,,,,,,,,,,,,,,,,,,,
564,KAS,MARBURG,46633,,,,,,,,,,,,,,,,,,,
565,KAS,FRANKENBERG,24168,,,,,,,,,,,,,,,,,,,
566,KAS,KIRCHHAIN,21998,,,,,,,,,,,,,,,,,,,
