# Galloway 1994 GMFR replication, census year 1900
# Source: PS Heft 177:2 (likely Zweiter Theil)
# Note: Direct cell: Married Female 15-49. Verify part numbering on HathiTrust.
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1900_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
119,FRA,LUBBEN,33712,,,,,,,,,,,,,,,,,,,
120,FRA,LUCKAU,67535,,,,,,,,,,,,,,,,,,,
121,FRA,KALAU,78804,,,,,,,,,,,,,,,,,,,
126,FRA,SORAU,82423,,,,,,,,,,,,,,,,,,,
127,FRA,SPREMBERG,29474,,,,,,,,,,,,,,,,,,,
128,STE,DEMMIN,48090,,,,,,,,,,,,,,,,,,,
129,STE,ANKLAM,32693,,,,,,,,,,,,,,,,,,,
130,STE,USEDOM-WOLLIN,52193,,,,,,,,,,,,,,,,,,,
131,STE,UCKERMUNDE,53767,,,,,,,,,,,,,,,,,,,
132,STE,RANDOW,94859,,,,,,,,,,,,,,,,,,,
136,STE,GREIFENHAGEN,48258,,,,,,,,,,,,,,,,,,,
137,STE,PYRITZ,42686,,,,,,,,,,,,,,,,,,,
141,STE,SAATZIG,69762,,,,,,,,,,,,,,,,,,,
142,STE,NAUGARD,52777,,,,,,,,,,,,,,,,,,,
143,STE,KAMMIN,42485,,,,,,,,,,,,,,,,,,,
144,STE,GREIFENBERG,37483,,,,,,,,,,,,,,,,,,,
145,STE,REGENWALDE,44954,,,,,,,,,,,,,,,,,,,
146,KOS,SCHIVELBEIN,19656,,,,,,,,,,,,,,,,,,,
147,KOS,DRAMBURG,35863,,,,,,,,,,,,,,,,,,,
148,KOS,NEUSTETTIN,76101,,,,,,,,,,,,,,,,,,,
149,KOS,BELGARD,47097,,,,,,,,,,,,,,,,,,,
150,KOS,KOLBERG-KORLIN,57871,,,,,,,,,,,,,,,,,,,
151,KOS,KOSLIN,48678,,,,,,,,,,,,,,,,,,,
152,KOS,BUBLITZ,20916,,,,,,,,,,,,,,,,,,,
153,KOS,SCHLAWE,73206,,,,,,,,,,,,,,,,,,,
154,KOS,RUMMELSBURG,33785,,,,,,,,,,,,,,,,,,,
158,KOS,LAUENBURG,45986,,,,,,,,,,,,,,,,,,,
159,KOS,BUTOW,26021,,,,,,,,,,,,,,,,,,,
160,STR,RUGEN,46270,,,,,,,,,,,,,,,,,,,
164,STR,FRANZBURG,41704,,,,,,,,,,,,,,,,,,,
165,STR,GREIFSWALD,61840,,,,,,,,,,,,,,,,,,,
168,STR,GRIMMEN,35450,,,,,,,,,,,,,,,,,,,
169,POS,WRESCHEN,35449,,,,,,,,,,,,,,,,,,,
170,POS,JAROTSCHIN,47509,,,,,,,,,,,,,,,,,,,
171,POS,SCHRODA,44394,,,,,,,,,,,,,,,,,,,
172,POS,SCHRIMM,53420,,,,,,,,,,,,,,,,,,,
176,POS,POSEN OST,39139,,,,,,,,,,,,,,,,,,,
177,POS,POSEN WEST,36471,,,,,,,,,,,,,,,,,,,
178,POS,OBORNIK,50352,,,,,,,,,,,,,,,,,,,
179,POS,SAMTER,60412,,,,,,,,,,,,,,,,,,,
180,POS,BIRNBAUM,27586,,,,,,,,,,,,,,,,,,,
181,POS,SCHWERIN,22094,,,,,,,,,,,,,,,,,,,
182,POS,MESERITZ,49822,,,,,,,,,,,,,,,,,,,
183,POS,NEUTOMISCHEL,33189,,,,,,,,,,,,,,,,,,,
184,POS,GRATZ,34420,,,,,,,,,,,,,,,,,,,
185,POS,BOMST,59654,,,,,,,,,,,,,,,,,,,
186,POS,FRAUSTADT,28086,,,,,,,,,,,,,,,,,,,
187,POS,SCHMIEGEL,34216,,,,,,,,,,,,,,,,,,,
188,POS,KOSTEN,42980,,,,,,,,,,,,,,,,,,,
189,POS,LISSA,40313,,,,,,,,,,,,,,,,,,,
190,POS,RAWITSCH,49149,,,,,,,,,,,,,,,,,,,
191,POS,GOSTYN,42858,,,,,,,,,,,,,,,,,,,
192,POS,KOSCHMIN,31251,,,,,,,,,,,,,,,,,,,
193,POS,KROTOSCHIN,45281,,,,,,,,,,,,,,,,,,,
194,POS,PLESCHEN,33660,,,,,,,,,,,,,,,,,,,
195,POS,OSTROWO,37420,,,,,,,,,,,,,,,,,,,
196,POS,ADELNAU,33480,,,,,,,,,,,,,,,,,,,
197,POS,SCHILDBERG,34021,,,,,,,,,,,,,,,,,,,
198,POS,KEMPEN,34593,,,,,,,,,,,,,,,,,,,
199,BRO,FILEHNE,32322,,,,,,,,,,,,,,,,,,,
200,BRO,CZARNIKAU,39585,,,,,,,,,,,,,,,,,,,
202,BRO,KOLMAR,66843,,,,,,,,,,,,,,,,,,,
203,BRO,WIRSITZ,61889,,,,,,,,,,,,,,,,,,,
207,BRO,SCHUBIN,45176,,,,,,,,,,,,,,,,,,,
208,BRO,HOHENSALZA,74405,,,,,,,,,,,,,,,,,,,
209,BRO,STRELNO,34243,,,,,,,,,,,,,,,,,,,
210,BRO,MOGILNO,43248,,,,,,,,,,,,,,,,,,,
211,BRO,ZNIN,35857,,,,,,,,,,,,,,,,,,,
212,BRO,WONGROWITZ,45736,,,,,,,,,,,,,,,,,,,
213,BRO,GNESEN,48332,,,,,,,,,,,,,,,,,,,
214,BRO,WITKOWO,26520,,,,,,,,,,,,,,,,,,,
215,BRE,NAMSLAU,34548,,,,,,,,,,,,,,,,,,,
216,BRE,GROSS WARTENBERG,48014,,,,,,,,,,,,,,,,,,,
217,BRE,OLS,64390,,,,,,,,,,,,,,,,,,,
218,BRE,TREBNITZ,51033,,,,,,,,,,,,,,,,,,,
219,BRE,MILITSCH,48454,,,,,,,,,,,,,,,,,,,
220,BRE,GUHRAU,33426,,,,,,,,,,,,,,,,,,,
221,BRE,STEINAU,23398,,,,,,,,,,,,,,,,,,,
222,BRE,WOHLAU,42568,,,,,,,,,,,,,,,,,,,
223,BRE,NEUMARKT,55362,,,,,,,,,,,,,,,,,,,
227,BRE,OHLAU,54497,,,,,,,,,,,,,,,,,,,
228,BRE,BRIEG,63077,,,,,,,,,,,,,,,,,,,
231,BRE,STREHLEN,35297,,,,,,,,,,,,,,,,,,,
232,BRE,NIMPTSCH,29254,,,,,,,,,,,,,,,,,,,
233,BRE,MUNSTERBERG,31865,,,,,,,,,,,,,,,,,,,
234,BRE,FRANKENSTEIN,45632,,,,,,,,,,,,,,,,,,,
235,BRE,REICHENBACH,70979,,,,,,,,,,,,,,,,,,,
239,BRE,STRIEGAU,42923,,,,,,,,,,,,,,,,,,,
240,BRE,WALDENBURG,143361,,,,,,,,,,,,,,,,,,,
241,BRE,GLATZ,60819,,,,,,,,,,,,,,,,,,,
242,BRE,NEURODE,49405,,,,,,,,,,,,,,,,,,,
243,BRE,HABELSCHWERDT,58332,,,,,,,,,,,,,,,,,,,
244,LIE,GRUNBERG,56533,,,,,,,,,,,,,,,,,,,
245,LIE,FREISTADT,54320,,,,,,,,,,,,,,,,,,,
246,LIE,SAGAN,55525,,,,,,,,,,,,,,,,,,,
247,LIE,SPROTTAU,39042,,,,,,,,,,,,,,,,,,,
248,LIE,GLOGAU,72622,,,,,,,,,,,,,,,,,,,
249,LIE,LUBEN,31584,,,,,,,,,,,,,,,,,,,
250,LIE,BUNZLAU,62937,,,,,,,,,,,,,,,,,,,
251,LIE,GOLDBERG-HAINAU,50272,,,,,,,,,,,,,,,,,,,
255,LIE,JAUER,35398,,,,,,,,,,,,,,,,,,,
256,LIE,SCHONAU,24252,,,,,,,,,,,,,,,,,,,
257,LIE,BOLKENHAIN,29526,,,,,,,,,,,,,,,,,,,
258,LIE,LANDESHUT,50184,,,,,,,,,,,,,,,,,,,
259,LIE,HIRSCHBERG,78188,,,,,,,,,,,,,,,,,,,
260,LIE,LOWENBERG,60355,,,,,,,,,,,,,,,,,,,
261,LIE,LAUBAN,70745,,,,,,,,,,,,,,,,,,,
265,LIE,ROTHENBURG,59800,,,,,,,,,,,,,,,,,,,
266,LIE,HOYERSWERDA,36778,,,,,,,,,,,,,,,,,,,
267,OPP,KREUZBURG,48243,,,,,,,,,,,,,,,,,,,
268,OPP,ROSENBERG,50049,,,,,,,,,,,,,,,,,,,
272,OPP,GROSS STREHLITZ,71522,,,,,,,,,,,,,,,,,,,
273,OPP,LUBLINITZ,47213,,,,,,,,,,,,,,,,,,,
277,OPP,TOST-GLEIWITZ,73944,,,,,,,,,,,,,,,,,,,
278,OPP,TARNOWITZ,62277,,,,,,,,,,,,,,,,,,,
283,OPP,ZABRZE,115609,,,,,,,,,,,,,,,,,,,
287,OPP,PLESS,103275,,,,,,,,,,,,,,,,,,,
288,OPP,RYBNIK,96248,,,,,,,,,,,,,,,,,,,
289,OPP,RATIBOR,147328,,,,,,,,,,,,,,,,,,,
292,OPP,KOSEL,71146,,,,,,,,,,,,,,,,,,,
293,OPP,LEOBSCHUTZ,84147,,,,,,,,,,,,,,,,,,,
294,OPP,NEUSTADT,98324,,,,,,,,,,,,,,,,,,,
295,OPP,FALKENBERG,38000,,,,,,,,,,,,,,,,,,,
296,OPP,NEISSE,99310,,,,,,,,,,,,,,,,,,,
299,OPP,GROTTKAU,40566,,,,,,,,,,,,,,,,,,,
300,MAG,OSTERBURG,43830,,,,,,,,,,,,,,,,,,,
301,MAG,SALZWEDEL,54340,,,,,,,,,,,,,,,,,,,
302,MAG,GARDELEGEN,56961,,,,,,,,,,,,,,,,,,,
303,MAG,STENDAL,73564,,,,,,,,,,,,,,,,,,,
306,MAG,JERICHOW I,81703,,,,,,,,,,,,,,,,,,,
307,MAG,JERICHOW II,57768,,,,,,,,,,,,,,,,,,,
308,MAG,KALBE,107532,,,,,,,,,,,,,,,,,,,
309,MAG,WANZLEBEN,84376,,,,,,,,,,,,,,,,,,,
313,MAG,WOLMIRSTEDT,53645,,,,,,,,,,,,,,,,,,,
314,MAG,NEUHALDENSLEBEN,65551,,,,,,,,,,,,,,,,,,,
315,MAG,OSCHERSLEBEN,60441,,,,,,,,,,,,,,,,,,,
316,MAG,ASCHERSLEBEN,92069,,,,,,,,,,,,,,,,,,,
325,MAG,WERNIGERODE,31856,,,,,,,,,,,,,,,,,,,
326,MER,LIEBENWERDA,55390,,,,,,,,,,,,,,,,,,,
327,MER,TORGAU,56936,,,,,,,,,,,,,,,,,,,
328,MER,SCHWEINITZ,39632,,,,,,,,,,,,,,,,,,,
329,MER,WITTENBERG,60687,,,,,,,,,,,,,,,,,,,
330,MER,BITTERFELD,67036,,,,,,,,,,,,,,,,,,,
331,MER,SAALKREIS,69921,,,,,,,,,,,,,,,,,,,
335,MER,DELITZSCH,69485,,,,,,,,,,,,,,,,,,,
336,MER,MANSFELDER GEBIRGSKR,66102,,,,,,,,,,,,,,,,,,,
338,MER,MANSFELDER SEEKREIS,100333,,,,,,,,,,,,,,,,,,,
339,MER,SANGERHAUSEN,72145,,,,,,,,,,,,,,,,,,,
340,MER,ECKARTSBERGA,38450,,,,,,,,,,,,,,,,,,,
341,MER,QUERFURT,58351,,,,,,,,,,,,,,,,,,,
342,MER,MERSEBURG,82388,,,,,,,,,,,,,,,,,,,
346,MER,NAUMBURG,37349,,,,,,,,,,,,,,,,,,,
349,MER,ZEITZ,59076,,,,,,,,,,,,,,,,,,,
355,ERF,HOHENSTEIN,44431,,,,,,,,,,,,,,,,,,,
356,ERF,WORBIS,40204,,,,,,,,,,,,,,,,,,,
357,ERF,HEILIGENSTADT,39191,,,,,,,,,,,,,,,,,,,
361,ERF,LANGENSALZA,37636,,,,,,,,,,,,,,,,,,,
362,ERF,WEISSENSEE,24922,,,,,,,,,,,,,,,,,,,
366,ERF,ZIEGENRUCK,17400,,,,,,,,,,,,,,,,,,,
367,ERF,SCHLEUSINGEN,47726,,,,,,,,,,,,,,,,,,,
368,SCH,HADERSLEBEN,57215,,,,,,,,,,,,,,,,,,,
369,SCH,APENRADE,29324,,,,,,,,,,,,,,,,,,,
370,SCH,SONDERBURG,32868,,,,,,,,,,,,,,,,,,,
374,SCH,SCHLESWIG,66603,,,,,,,,,,,,,,,,,,,
375,SCH,ECKERNFORDE,42041,,,,,,,,,,,,,,,,,,,
376,SCH,EIDERSTEDT,15762,,,,,,,,,,,,,,,,,,,
377,SCH,HUSUM,38486,,,,,,,,,,,,,,,,,,,
378,SCH,TONDERN,56561,,,,,,,,,,,,,,,,,,,
379,SCH,OLDENBURG,43932,,,,,,,,,,,,,,,,,,,
380,SCH,PLON,66596,,,,,,,,,,,,,,,,,,,
386,SCH,RENDSBURG,61700,,,,,,,,,,,,,,,,,,,
387,SCH,NORDERDITHMARSCHEN,37515,,,,,,,,,,,,,,,,,,,
388,SCH,SUDERDITHMARSCHEN,48526,,,,,,,,,,,,,,,,,,,
389,SCH,STEINBURG,78836,,,,,,,,,,,,,,,,,,,
390,SCH,SEGEBERG,39724,,,,,,,,,,,,,,,,,,,
392,SCH,STORMARN,96069,,,,,,,,,,,,,,,,,,,
393,SCH,PINNEBERG,97830,,,,,,,,,,,,,,,,,,,
397,SCH,LAUENBURG,51833,,,,,,,,,,,,,,,,,,,
398,HAN,DIEPHOLZ,21593,,,,,,,,,,,,,,,,,,,
399,HAN,SYKE,38402,,,,,,,,,,,,,,,,,,,
400,HAN,HOYA,26355,,,,,,,,,,,,,,,,,,,
401,HAN,NIENBURG,27532,,,,,,,,,,,,,,,,,,,
402,HAN,STOLZENAU,27594,,,,,,,,,,,,,,,,,,,
403,HAN,SULINGEN,18753,,,,,,,,,,,,,,,,,,,
404,HAN,NEUSTADT,30552,,,,,,,,,,,,,,,,,,,
411,HAN,SPRINGE,31423,,,,,,,,,,,,,,,,,,,
412,HAN,HAMELN,58927,,,,,,,,,,,,,,,,,,,
413,HIL,PEINE,46682,,,,,,,,,,,,,,,,,,,
417,HIL,MARIENBURG,41458,,,,,,,,,,,,,,,,,,,
418,HIL,GRONAU,19483,,,,,,,,,,,,,,,,,,,
419,HIL,ALFELD,25819,,,,,,,,,,,,,,,,,,,
420,HIL,GOSLAR,50051,,,,,,,,,,,,,,,,,,,
421,HIL,OSTERODE AM HARZ,41403,,,,,,,,,,,,,,,,,,,
422,HIL,DUDERSTADT,24963,,,,,,,,,,,,,,,,,,,
426,HIL,MUNDEN,24667,,,,,,,,,,,,,,,,,,,
427,HIL,USLAR,18524,,,,,,,,,,,,,,,,,,,
428,HIL,EINBECK,25136,,,,,,,,,,,,,,,,,,,
429,HIL,NORTHEIM,30848,,,,,,,,,,,,,,,,,,,
430,HIL,ZELLERFELD,29592,,,,,,,,,,,,,,,,,,,
431,HIL,ILFELD,15827,,,,,,,,,,,,,,,,,,,
435,LUN,GIFHORN,34097,,,,,,,,,,,,,,,,,,,
436,LUN,BURGDORF,41381,,,,,,,,,,,,,,,,,,,
437,LUN,ISENHAGEN,17846,,,,,,,,,,,,,,,,,,,
438,LUN,FALLINGBOSTEL,27805,,,,,,,,,,,,,,,,,,,
439,LUN,SOLTAU,19986,,,,,,,,,,,,,,,,,,,
440,LUN,ULZEN,47576,,,,,,,,,,,,,,,,,,,
441,LUN,LUCHOW,28762,,,,,,,,,,,,,,,,,,,
442,LUN,DANNENBERG,13663,,,,,,,,,,,,,,,,,,,
443,LUN,BLECKEDE,20299,,,,,,,,,,,,,,,,,,,
447,LUN,WINSEN,26389,,,,,,,,,,,,,,,,,,,
451,STA,JORK,21028,,,,,,,,,,,,,,,,,,,
452,STA,STADE,38804,,,,,,,,,,,,,,,,,,,
455,STA,KEHDINGEN,19993,,,,,,,,,,,,,,,,,,,
456,STA,NEUHAUS,29684,,,,,,,,,,,,,,,,,,,
457,STA,HADELN,15956,,,,,,,,,,,,,,,,,,,
458,STA,LEHE,43040,,,,,,,,,,,,,,,,,,,
459,STA,GEESTEMUNDE,41906,,,,,,,,,,,,,,,,,,,
462,STA,OSTERHOLZ,29205,,,,,,,,,,,,,,,,,,,
463,STA,BLUMENTHAL,30353,,,,,,,,,,,,,,,,,,,
464,STA,VERDEN,26392,,,,,,,,,,,,,,,,,,,
465,STA,ACHIM,24051,,,,,,,,,,,,,,,,,,,
466,STA,ROTENBURG,21128,,,,,,,,,,,,,,,,,,,
467,STA,ZEVEN,15318,,,,,,,,,,,,,,,,,,,
468,STA,BREMERVORDE,18159,,,,,,,,,,,,,,,,,,,
469,OSN,MEPPEN,22792,,,,,,,,,,,,,,,,,,,
470,OSN,ASCHENDORF,21581,,,,,,,,,,,,,,,,,,,
471,OSN,HUMMLING,16313,,,,,,,,,,,,,,,,,,,
472,OSN,LINGEN,32859,,,,,,,,,,,,,,,,,,,
473,OSN,BENTHEIM,36280,,,,,,,,,,,,,,,,,,,
474,OSN,BERSENBRUCK,45571,,,,,,,,,,,,,,,,,,,
478,OSN,WITTLAGE,18090,,,,,,,,,,,,,,,,,,,
479,OSN,MELLE,25759,,,,,,,,,,,,,,,,,,,
480,OSN,IBURG,27366,,,,,,,,,,,,,,,,,,,
481,AUR,NORDEN,35333,,,,,,,,,,,,,,,,,,,
485,AUR,WITTMUND,55545,,,,,,,,,,,,,,,,,,,
486,AUR,AURICH,39201,,,,,,,,,,,,,,,,,,,
487,AUR,LEER,52871,,,,,,,,,,,,,,,,,,,
488,AUR,WEENER,20525,,,,,,,,,,,,,,,,,,,
489,MUN,TECKLENBURG,53383,,,,,,,,,,,,,,,,,,,
490,MUN,WARENDORF,30124,,,,,,,,,,,,,,,,,,,
491,MUN,BECKUM,52590,,,,,,,,,,,,,,,,,,,
492,MUN,LUDINGHAUSEN,42484,,,,,,,,,,,,,,,,,,,
496,MUN,STEINFURT,67241,,,,,,,,,,,,,,,,,,,
497,MUN,KOESFELD,48764,,,,,,,,,,,,,,,,,,,
498,MUN,AHAUS,47372,,,,,,,,,,,,,,,,,,,
499,MUN,BORKEN,59234,,,,,,,,,,,,,,,,,,,
501,MUN,RECKLINGHAUSEN,188690,,,,,,,,,,,,,,,,,,,
504,MIN,MINDEN,100689,,,,,,,,,,,,,,,,,,,
505,MIN,LUBBECKE,49103,,,,,,,,,,,,,,,,,,,
506,MIN,HERFORD,105582,,,,,,,,,,,,,,,,,,,
509,MIN,HALLE,30007,,,,,,,,,,,,,,,,,,,
513,MIN,WIEDENBRUCK,52087,,,,,,,,,,,,,,,,,,,
514,MIN,PADERBORN,53511,,,,,,,,,,,,,,,,,,,
515,MIN,BUREN,36405,,,,,,,,,,,,,,,,,,,
516,MIN,WARBURG,32332,,,,,,,,,,,,,,,,,,,
517,MIN,HOXTER,56506,,,,,,,,,,,,,,,,,,,
518,ARN,ARNSBERG,54898,,,,,,,,,,,,,,,,,,,
519,ARN,MESCHEDE,38134,,,,,,,,,,,,,,,,,,,
520,ARN,BRILON,39640,,,,,,,,,,,,,,,,,,,
521,ARN,LIPPSTADT,41093,,,,,,,,,,,,,,,,,,,
522,ARN,SOEST,56420,,,,,,,,,,,,,,,,,,,
523,ARN,HAMM,105245,,,,,,,,,,,,,,,,,,,
529,ARN,HORDE,115754,,,,,,,,,,,,,,,,,,,
540,ARN,HATTINGEN,79821,,,,,,,,,,,,,,,,,,,
544,ARN,SCHWELM,71627,,,,,,,,,,,,,,,,,,,
545,ARN,ISERLOHN,85506,,,,,,,,,,,,,,,,,,,
549,ARN,ALTENA,96432,,,,,,,,,,,,,,,,,,,
550,ARN,OLPE,41179,,,,,,,,,,,,,,,,,,,
551,ARN,SIEGEN,98511,,,,,,,,,,,,,,,,,,,
552,ARN,WITTGENSTEIN,23318,,,,,,,,,,,,,,,,,,,
556,KAS,ESCHWEGE,43203,,,,,,,,,,,,,,,,,,,
557,KAS,FRITZLAR,26466,,,,,,,,,,,,,,,,,,,
558,KAS,HOFGEISMAR,36109,,,,,,,,,,,,,,,,,,,
559,KAS,HOMBERG,21378,,,,,,,,,,,,,,,,,,,
560,KAS,MELSUNGEN,27597,,,,,,,,,,,,,,,,,,,
561,KAS,ROTENBURG,30315,,,,,,,,,,,,,,,,,,,
562,KAS,WITZENHAUSEN,31055,,,,,,,,,,,,,,,,,,,
563,KAS,WOLFHAGEN,23957,,,,,,,,,,,,,,,,,,,
564,KAS,MARBURG,49918,,,,,,,,,,,,,,,,,,,
565,KAS,FRANKENBERG,24159,,,,,,,,,,,,,,,,,,,
566,KAS,KIRCHHAIN,21547,,,,,,,,,,,,,,,,,,,
567,KAS,ZIEGENHAIN,32752,,,,,,,,,,,,,,,,,,,
568,KAS,FULDA,53438,,,,,,,,,,,,,,,,,,,
569,KAS,HERSFELD,32555,,,,,,,,,,,,,,,,,,,
570,KAS,HUNFELD,22515,,,,,,,,,,,,,,,,,,,
574,KAS,GELNHAUSEN,43818,,,,,,,,,,,,,,,,,,,
575,KAS,SCHLUCHTERN,28093,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,37720,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,44825,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,20832,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,43674,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,44075,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,24380,,,,,,,,,,,,,,,,,,,
